id,urlDrugName,rating,effectiveness,sideEffects,condition,sentiment_rating,mdl_sentiment_lbl,mdl_lbl_score
3043,seroquel,1,Ineffective,Extremely Severe Side Effects,depression not resolved with antidepressant drugs,negative,NEGATIVE,0.9899391531944275
219,wellbutrin-xl,7,Moderately Effective,Mild Side Effects,depression,neutral,NEGATIVE,0.9661026000976562
380,lamotrigine,9,Highly Effective,Mild Side Effects,epilepsy,positive,POSITIVE,0.956800103187561
218,wellbutrin-xl,7,Moderately Effective,Mild Side Effects,depression,neutral,NEGATIVE,0.9661026000976562
3293,zoloft,9,Considerably Effective,Mild Side Effects,severe clinical depression,positive,NEGATIVE,0.8952164649963379
1886,doxycycline,8,Considerably Effective,Mild Side Effects,m.r.s.a.,positive,NEGATIVE,0.9931426048278809
252,ultram,2,Marginally Effective,Mild Side Effects,arthritis,negative,NEGATIVE,0.9839035272598267
1198,prozac,9,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.989459753036499
2963,niaspan,10,Highly Effective,Mild Side Effects,high total cholesterol,positive,NEGATIVE,0.9769473075866699
975,macrobid,10,Highly Effective,No Side Effects,bladder infecton,positive,NEGATIVE,0.9939509630203247
1187,prozac,6,Considerably Effective,Severe Side Effects,depression,neutral,NEGATIVE,0.9886724352836609
598,risperdal,5,Marginally Effective,Moderate Side Effects,psychosis,neutral,NEGATIVE,0.9929667711257935
3943,prilosec,7,Moderately Effective,Mild Side Effects,gerd,neutral,NEGATIVE,0.9866952896118164
2960,zyban,6,Moderately Effective,Severe Side Effects,smoking cessation,neutral,NEGATIVE,0.9910303354263306
658,seasonique,1,Considerably Effective,Severe Side Effects,ovarian cysts.,negative,NEGATIVE,0.9810777306556702
472,remicade,1,Considerably Effective,Extremely Severe Side Effects,stills disase,negative,NEGATIVE,0.9943238496780396
15,proquin-xr,10,Considerably Effective,Mild Side Effects,kidney infection,positive,NEGATIVE,0.9800674319267273
1847,augmentin,5,Highly Effective,Moderate Side Effects,"tonsilitis, possible strep, and ear infection",neutral,NEGATIVE,0.9920572638511658
2361,propecia,9,Highly Effective,No Side Effects,thinning hair and balding,positive,NEGATIVE,0.9888234734535217
821,zyrtec-d,7,Considerably Effective,No Side Effects,allergies,neutral,NEGATIVE,0.9857720732688904
1945,hyzaar,8,Highly Effective,Mild Side Effects,high blood pressure,positive,NEGATIVE,0.9839115142822266
2310,lexapro,8,Considerably Effective,Mild Side Effects,depression and anxiety,positive,NEGATIVE,0.96180659532547
1003,armour-thyroid,10,Highly Effective,No Side Effects,hypothyroid,positive,NEGATIVE,0.990398645401001
3516,desmopressin,9,Highly Effective,Mild Side Effects,weak bladder  wet bed,positive,POSITIVE,0.5030827522277832
2903,focalin-xr,7,Considerably Effective,Moderate Side Effects,adhd,neutral,POSITIVE,0.8895898461341858
388,seasonale,10,Highly Effective,Mild Side Effects,birth control,positive,NEGATIVE,0.982524573802948
3558,vytorin,8,Highly Effective,Mild Side Effects,elevated cholesterol level,positive,NEGATIVE,0.7390754818916321
1104,effexor,1,Ineffective,Extremely Severe Side Effects,depression and anxiety,negative,NEGATIVE,0.9919008612632751
234,wellbutrin-xl,8,Considerably Effective,No Side Effects,depression,positive,NEGATIVE,0.9836903214454651
1819,humira,8,Highly Effective,Mild Side Effects,crohn's disease,positive,NEGATIVE,0.9896628260612488
2353,propecia,8,Considerably Effective,No Side Effects,male pattern baldness,positive,NEGATIVE,0.9743831753730774
36,propylthiouracil,7,Moderately Effective,Moderate Side Effects,hyperthyroid - graves disease,neutral,NEGATIVE,0.9783071279525757
3192,omnicef,3,Highly Effective,Extremely Severe Side Effects,sore throat,negative,NEGATIVE,0.986454427242279
1551,methotrexate,5,Moderately Effective,Mild Side Effects,crohns,neutral,NEGATIVE,0.993845522403717
2478,enbrel,6,Highly Effective,Moderate Side Effects,rheumatoid arthritis,neutral,NEGATIVE,0.9875041842460632
2611,adderall-xr,9,Considerably Effective,Moderate Side Effects,adhd,positive,NEGATIVE,0.993902325630188
2778,clindamycin,3,Considerably Effective,Severe Side Effects,"oral surgery; extraction, implants",negative,NEGATIVE,0.9957395792007446
2599,ortho-tri-cyclen-lo,7,Considerably Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9771032333374023
1726,advair-hfa,9,Highly Effective,No Side Effects,asthma/allergies,positive,NEGATIVE,0.9820080995559692
692,accutane,7,Highly Effective,Moderate Side Effects,cystic acne,neutral,NEGATIVE,0.9738926887512207
317,ativan,8,Considerably Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9880399107933044
3361,lipitor,7,Moderately Effective,No Side Effects,cholesterol,neutral,NEGATIVE,0.9767091274261475
798,ambien,9,Ineffective,Severe Side Effects,sleeplessness,positive,NEGATIVE,0.9729814529418945
3996,fosamax,1,Ineffective,Extremely Severe Side Effects,osteoprosis,negative,NEGATIVE,0.9879550933837891
1737,topamax,10,Highly Effective,Mild Side Effects,migraine,positive,NEGATIVE,0.992099404335022
2688,prinivil,1,Considerably Effective,Severe Side Effects,high blood pressure,negative,NEGATIVE,0.9836437106132507
622,finacea,10,Highly Effective,No Side Effects,mild acne,positive,NEGATIVE,0.9067884087562561
1192,prozac,9,Highly Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9913903474807739
3884,abilify,2,Ineffective,Severe Side Effects,bipolar,negative,NEGATIVE,0.8152547478675842
177,olux,10,Highly Effective,No Side Effects,ezema on my hands,positive,NEGATIVE,0.9918225407600403
50,clarinex,9,Considerably Effective,Mild Side Effects,allergies,positive,NEGATIVE,0.9942968487739563
64,flexeril,8,Highly Effective,Mild Side Effects,neck pain,positive,NEGATIVE,0.717167854309082
1537,vagifem,8,Considerably Effective,Mild Side Effects,vaginal dryness,positive,NEGATIVE,0.9902003407478333
2396,synthroid,10,Highly Effective,No Side Effects,thyroid cancer,positive,NEGATIVE,0.8676764369010925
3468,ambien-cr,1,Ineffective,Extremely Severe Side Effects,sleep,negative,NEGATIVE,0.9988148212432861
3148,tylenol,9,Highly Effective,No Side Effects,toothache,positive,NEGATIVE,0.9724613428115845
2398,synthroid,10,Highly Effective,No Side Effects,thyroid,positive,NEGATIVE,0.9765690565109253
2719,elavil,1,Marginally Effective,Severe Side Effects,insomnia,negative,NEGATIVE,0.9626392722129822
3497,maxalt,9,Considerably Effective,Mild Side Effects,migraine,positive,NEGATIVE,0.9914836287498474
2481,enbrel,8,Considerably Effective,Moderate Side Effects,ankylosing spondylitis,positive,NEGATIVE,0.9710366725921631
399,relpax,7,Considerably Effective,Mild Side Effects,migraines,neutral,NEGATIVE,0.975506067276001
3330,tetracycline,1,Marginally Effective,Extremely Severe Side Effects,ulcer,negative,NEGATIVE,0.9922939538955688
2669,prinivil,1,Moderately Effective,Extremely Severe Side Effects,high-normal hypertension,negative,NEGATIVE,0.9932652711868286
2729,elavil,4,Moderately Effective,Moderate Side Effects,insomnia,neutral,NEGATIVE,0.9838916659355164
762,flonase,5,Considerably Effective,Mild Side Effects,nasal congestion from allergies,neutral,NEGATIVE,0.9912472367286682
2255,patanol,8,Considerably Effective,No Side Effects,eye allergies,positive,NEGATIVE,0.9623410701751709
3543,vivelle-dot,9,Highly Effective,Mild Side Effects,menopausal symptoms,positive,NEGATIVE,0.9967777132987976
3593,differin,3,Marginally Effective,Severe Side Effects,acne,negative,NEGATIVE,0.9914836287498474
3096,minocycline,9,Considerably Effective,No Side Effects,very severe acne,positive,NEGATIVE,0.9948620200157166
461,flagyl,1,Ineffective,Extremely Severe Side Effects,crohn's abcess,negative,NEGATIVE,0.9933269023895264
2962,zyban,4,Considerably Effective,Severe Side Effects,stop smoking,neutral,NEGATIVE,0.9985688924789429
2496,remeron,7,Considerably Effective,Extremely Severe Side Effects,"depression, insomnia, rx induced insomnia",neutral,NEGATIVE,0.9798832535743713
4085,mobic,10,Highly Effective,Severe Side Effects,arthritis,positive,NEGATIVE,0.5678785443305969
3517,methylphenidate,10,Highly Effective,Mild Side Effects,adult  add,positive,NEGATIVE,0.87308669090271
792,ambien,8,Considerably Effective,Mild Side Effects,stress/insomnia,positive,NEGATIVE,0.9799179434776306
1420,adipex-p,7,Considerably Effective,Mild Side Effects,"shortness of breath, paranoia",neutral,NEGATIVE,0.9651888608932495
3552,femhrt,10,Highly Effective,No Side Effects,menopause,positive,NEGATIVE,0.9798515439033508
3437,tazorac,7,Moderately Effective,Moderate Side Effects,"wrinkles,uneven skin tone,large pores",neutral,NEGATIVE,0.9829921126365662
386,seasonale,8,Highly Effective,No Side Effects,control of menstrual periods,positive,NEGATIVE,0.9660153985023499
1399,nordette,10,Highly Effective,No Side Effects,pregnancy avoidance,positive,NEGATIVE,0.9919611811637878
1963,lyrica,5,Considerably Effective,Moderate Side Effects,pain in my legs,neutral,NEGATIVE,0.9882936477661133
3481,diazepam,1,Ineffective,Extremely Severe Side Effects,anxiety,negative,NEGATIVE,0.991298496723175
2115,renova,10,Highly Effective,Mild Side Effects,cystic acne on chin and jaw,positive,POSITIVE,0.8776181936264038
3360,lipitor,8,Considerably Effective,No Side Effects,cholesterol levels,positive,NEGATIVE,0.9842809438705444
994,armour-thyroid,10,Highly Effective,No Side Effects,low thyroid,positive,NEGATIVE,0.9982119798660278
909,paxil,8,Considerably Effective,Mild Side Effects,anxiety/depression,positive,NEGATIVE,0.5265079140663147
191,adderall,8,Considerably Effective,Moderate Side Effects,attention deficit disorder,positive,NEGATIVE,0.9785283207893372
2153,zyrtec,10,Highly Effective,No Side Effects,eczema/allergies,positive,NEGATIVE,0.9977849721908569
4021,celexa,9,Highly Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9897716641426086
2881,avita,2,Ineffective,No Side Effects,anti ageing,negative,NEGATIVE,0.8461514711380005
4051,amoxil,10,Highly Effective,No Side Effects,chest infection,positive,NEGATIVE,0.9904847145080566
1311,fexofenadine,8,Highly Effective,No Side Effects,chronic idiopathic urthicaria with pruritis,positive,NEGATIVE,0.9855131506919861
2604,ortho-tri-cyclen-lo,9,Highly Effective,Mild Side Effects,pcos/ irregular periods,positive,NEGATIVE,0.9869438409805298
4025,celexa,10,Highly Effective,Mild Side Effects,depression and anxiety,positive,NEGATIVE,0.96225905418396
383,corgard,10,Highly Effective,No Side Effects,high blood pressure,positive,NEGATIVE,0.9735491871833801
1121,effexor,1,Moderately Effective,Extremely Severe Side Effects,gad,negative,NEGATIVE,0.9977594614028931
2127,renova,8,Considerably Effective,Moderate Side Effects,aging skin,positive,NEGATIVE,0.9919517040252686
567,atenolol,10,Highly Effective,No Side Effects,high blood pressure,positive,NEGATIVE,0.9896563291549683
2510,motrin,10,Highly Effective,Mild Side Effects,headake,positive,NEGATIVE,0.9878871440887451
2658,diclofenac,8,Considerably Effective,Mild Side Effects,slipped disc in back,positive,NEGATIVE,0.950144350528717
2942,mirapex,3,Marginally Effective,Moderate Side Effects,pain in legs (diagnosis restless leg syndrome),negative,NEGATIVE,0.9842351675033569
724,claripel-cream,5,Moderately Effective,Moderate Side Effects,age spots,neutral,NEGATIVE,0.9936630725860596
1154,byetta,10,Highly Effective,Mild Side Effects,diabetes,positive,NEGATIVE,0.9771559238433838
1653,clomid,1,Ineffective,Severe Side Effects,unexplained infertility,negative,NEGATIVE,0.979017972946167
2392,synthroid,8,Moderately Effective,No Side Effects,hypothyroid,positive,NEGATIVE,0.9750961661338806
1336,seroquel-xr,9,Highly Effective,Moderate Side Effects,bipolar disorder 2,positive,NEGATIVE,0.9957691431045532
1017,estrace,7,Moderately Effective,Moderate Side Effects,surgical menopause,neutral,NEGATIVE,0.991205632686615
2064,capoten,1,Marginally Effective,Severe Side Effects,high blood pressure,negative,NEGATIVE,0.9882473349571228
3895,dispermox,1,Ineffective,Moderate Side Effects,ear infection,negative,NEGATIVE,0.9933614730834961
1750,topamax,7,Highly Effective,Moderate Side Effects,migraine,neutral,NEGATIVE,0.9807084202766418
3928,nexium,7,Considerably Effective,No Side Effects,acid reflux,neutral,NEGATIVE,0.9848179221153259
1327,prevacid,10,Highly Effective,No Side Effects,reflux,positive,NEGATIVE,0.8827077150344849
263,ultram,3,Moderately Effective,Severe Side Effects,sciatica and back pain,negative,NEGATIVE,0.9868323802947998
3694,effexor-xr,8,Highly Effective,Mild Side Effects,anxiety,positive,NEGATIVE,0.9704593420028687
1968,lyrica,9,Considerably Effective,No Side Effects,fibromyalgia,positive,POSITIVE,0.605937659740448
2744,actonel,5,Moderately Effective,Moderate Side Effects,improve bone density,neutral,NEGATIVE,0.9986973404884338
1575,xanax,6,Considerably Effective,Moderate Side Effects,anxiety,neutral,NEGATIVE,0.9670831561088562
71,flexeril,7,Moderately Effective,Moderate Side Effects,"tension headaches, upper/lower back pain, neck pai",neutral,NEGATIVE,0.7268509864807129
1765,topamax,4,Moderately Effective,Severe Side Effects,borderline personality disorder,neutral,NEGATIVE,0.9968281388282776
3778,metronidazole,7,Moderately Effective,Severe Side Effects,bacterial vaginosis,neutral,NEGATIVE,0.9958894848823547
2472,enbrel,10,Highly Effective,Mild Side Effects,rheumatoid arthritis,positive,NEGATIVE,0.9844808578491211
2921,tramadol,10,Highly Effective,No Side Effects,nightly leg pain,positive,NEGATIVE,0.9763815999031067
169,zomig,9,Highly Effective,Mild Side Effects,migraine,positive,NEGATIVE,0.9864110350608826
1512,lotrel,8,Highly Effective,Mild Side Effects,blood pressure,positive,NEGATIVE,0.9975079298019409
3801,dostinex,6,Considerably Effective,Mild Side Effects,prolactin inhibitor,neutral,NEGATIVE,0.8550429344177246
3512,minoxidil,9,Highly Effective,Mild Side Effects,hair loss,positive,NEGATIVE,0.9779719114303589
3703,effexor-xr,7,Considerably Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9628753662109375
4084,mobic,9,Highly Effective,No Side Effects,2 broken arms,positive,NEGATIVE,0.9135788679122925
652,seasonique,7,Highly Effective,Moderate Side Effects,lessen periods due to pain with adenomyosis,neutral,NEGATIVE,0.993593156337738
4079,mobic,10,Highly Effective,Moderate Side Effects,inflamation 10 years after surgery,positive,NEGATIVE,0.9970309734344482
875,paxil,10,Highly Effective,Moderate Side Effects,clinical depression,positive,POSITIVE,0.996612012386322
1287,provigil,6,Marginally Effective,No Side Effects,fatigue from neurological and heart cond.,neutral,NEGATIVE,0.9486527442932129
2485,mirtazapine,1,Ineffective,Severe Side Effects,depression,negative,NEGATIVE,0.9901421666145325
4092,asmanex,10,Highly Effective,No Side Effects,asthma,positive,NEGATIVE,0.9867912530899048
1964,lyrica,6,Considerably Effective,Severe Side Effects,fibromylgia,neutral,NEGATIVE,0.9955316781997681
1955,lyrica,2,Marginally Effective,Severe Side Effects,myofascial pain,negative,NEGATIVE,0.9893993139266968
159,zomig,9,Considerably Effective,Mild Side Effects,migraines,positive,NEGATIVE,0.9785021543502808
4056,amoxil,8,Considerably Effective,Mild Side Effects,throat infection and cough,positive,NEGATIVE,0.981351375579834
983,macrobid,1,Considerably Effective,Extremely Severe Side Effects,uti,negative,NEGATIVE,0.9951162338256836
3323,tetracycline,4,Marginally Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9807773232460022
1613,avage,8,Moderately Effective,Mild Side Effects,hyperpigmentation,positive,NEGATIVE,0.980323076248169
953,diovan,7,Highly Effective,Moderate Side Effects,high blood pressure,neutral,NEGATIVE,0.9444053769111633
2615,adderall-xr,9,Considerably Effective,Mild Side Effects,adhd,positive,NEGATIVE,0.9706615805625916
3740,lamictal,8,Considerably Effective,Mild Side Effects,bipolar ii,positive,NEGATIVE,0.9777156710624695
555,doryx,7,Considerably Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9838924407958984
1344,piroxicam,10,Highly Effective,Mild Side Effects,osteo arthritis,positive,NEGATIVE,0.9738636016845703
2947,zyban,1,Ineffective,Extremely Severe Side Effects,smoking cessation,negative,NEGATIVE,0.9802039265632629
3344,lipitor,7,Highly Effective,Severe Side Effects,cholesterol,neutral,NEGATIVE,0.9919186234474182
1125,evista,10,Highly Effective,No Side Effects,cancer prevention,positive,NEGATIVE,0.9874789714813232
561,atenolol,8,Considerably Effective,No Side Effects,anxiety induced palpitations,positive,NEGATIVE,0.986052393913269
1706,retin-a-micro,10,Highly Effective,Moderate Side Effects,acne,positive,NEGATIVE,0.9870423078536987
2997,restoril,9,Highly Effective,Mild Side Effects,sleep,positive,NEGATIVE,0.9836841821670532
1800,biaxin-xl,8,Considerably Effective,Severe Side Effects,sinusitis,positive,NEGATIVE,0.9846680760383606
316,ativan,8,Highly Effective,Moderate Side Effects,alcohol withdrawal,positive,NEGATIVE,0.9701701402664185
3432,tazorac,5,Marginally Effective,Moderate Side Effects,wrinkles premature aging,neutral,NEGATIVE,0.9970414042472839
2750,xenical,7,Moderately Effective,Moderate Side Effects,overweight,neutral,NEGATIVE,0.9911450743675232
1300,zocor,1,Ineffective,Extremely Severe Side Effects,cholesterol levels,negative,NEGATIVE,0.9911037683486938
3420,tazorac,5,Moderately Effective,Moderate Side Effects,rosacia,neutral,NEGATIVE,0.8097916841506958
3754,spironolactone,10,Considerably Effective,No Side Effects,acne,positive,NEGATIVE,0.9291664958000183
2403,synthroid,9,Considerably Effective,No Side Effects,hypothyroidism,positive,NEGATIVE,0.9863859415054321
1356,crestor,8,Highly Effective,No Side Effects,very high cholestrol level 9.1,positive,NEGATIVE,0.9091523885726929
646,seasonique,4,Considerably Effective,Severe Side Effects,preventing pregnancy,neutral,NEGATIVE,0.9849611520767212
299,lovenox,5,Highly Effective,No Side Effects,blood clot as a cause of early stage misscarriage,neutral,NEGATIVE,0.9715080857276917
1282,provigil,9,Highly Effective,No Side Effects,fatigue,positive,NEGATIVE,0.9748228788375854
2468,aciphex,6,Highly Effective,Extremely Severe Side Effects,gerd,neutral,NEGATIVE,0.9936962723731995
3795,keflex,9,Highly Effective,Mild Side Effects,kidney infection,positive,NEGATIVE,0.9417455792427063
156,zomig,8,Considerably Effective,Mild Side Effects,migraine,positive,NEGATIVE,0.9950665235519409
195,adderall,10,Highly Effective,Mild Side Effects,add,positive,NEGATIVE,0.7870811820030212
618,finacea,8,Considerably Effective,No Side Effects,rosacea/acne,positive,NEGATIVE,0.9875048995018005
2495,remeron,6,Moderately Effective,Mild Side Effects,depression -- anxiety -- insominia,neutral,NEGATIVE,0.9932350516319275
2009,vicodin,1,Considerably Effective,Moderate Side Effects,"nausea, headaches, dizziness",negative,NEGATIVE,0.996460497379303
1027,vyvanse,10,Highly Effective,Mild Side Effects,"attention issues, to much to do/ too little time",positive,NEGATIVE,0.7805323004722595
2331,flecainide,10,Highly Effective,No Side Effects,atrial fibulation,positive,NEGATIVE,0.9949758052825928
2590,oxazepam,7,Highly Effective,Mild Side Effects,anxiety,neutral,NEGATIVE,0.9945953488349915
5,nasonex,8,Considerably Effective,Mild Side Effects,"allergies, congested and runny nose",positive,NEGATIVE,0.9967249035835266
1247,sotret,6,Moderately Effective,Moderate Side Effects,severe nodular acne,neutral,NEGATIVE,0.9919565916061401
3197,omnicef,3,Considerably Effective,Extremely Severe Side Effects,sinus infection,negative,NEGATIVE,0.9973278045654297
3717,lamictal,10,Highly Effective,Mild Side Effects,"bipolar disorder, ocd behaviors",positive,NEGATIVE,0.9887174367904663
3044,seroquel,5,Moderately Effective,Severe Side Effects,borderline personality disorder,neutral,NEGATIVE,0.994921863079071
1489,metrogel,8,Considerably Effective,Moderate Side Effects,roseasa,positive,NEGATIVE,0.9101583957672119
1506,metoprolol,7,Considerably Effective,Moderate Side Effects,high blood pressure,neutral,NEGATIVE,0.9906913638114929
1099,effexor,5,Considerably Effective,Moderate Side Effects,add,neutral,NEGATIVE,0.9974195957183838
3048,seroquel,8,Highly Effective,Mild Side Effects,sleeplessness - depression,positive,NEGATIVE,0.9890782237052917
2123,renova,7,Moderately Effective,Mild Side Effects,skin pores/fine lines,neutral,NEGATIVE,0.9824328422546387
1546,methotrexate,10,Highly Effective,No Side Effects,rheumatoid arthritis,positive,NEGATIVE,0.9721956849098206
3961,prilosec,6,Moderately Effective,No Side Effects,stomach acid,neutral,NEGATIVE,0.9885051846504211
369,neurontin,8,Highly Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9880091547966003
104,celebrex,8,Considerably Effective,No Side Effects,"ostoarthritis, severe body and joint pains",positive,NEGATIVE,0.9891336560249329
1107,effexor,7,Moderately Effective,Moderate Side Effects,"depression, rumination, anxiety",neutral,NEGATIVE,0.9742351770401001
2463,etodolac,9,Considerably Effective,Mild Side Effects,osteo-arthritis,positive,NEGATIVE,0.9789708256721497
1815,humira,1,Ineffective,Extremely Severe Side Effects,rheumatoid arthritis,negative,NEGATIVE,0.9931216835975647
3489,dyrenium,9,Considerably Effective,Mild Side Effects,high blood pressure,positive,NEGATIVE,0.9597406983375549
883,paxil,7,Considerably Effective,Moderate Side Effects,anxiety,neutral,NEGATIVE,0.9697604179382324
3563,differin,6,Moderately Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9609866142272949
3679,effexor-xr,8,Highly Effective,No Side Effects,anxiety,positive,POSITIVE,0.9978563189506531
2355,propecia,1,Ineffective,Extremely Severe Side Effects,male-pattern baldness,negative,NEGATIVE,0.9978199005126953
211,elidel,10,Highly Effective,No Side Effects,idiopathic excema,positive,NEGATIVE,0.9934406876564026
2571,klonopin,10,Highly Effective,No Side Effects,substitute for a barbiturate,positive,NEGATIVE,0.9657080769538879
2271,lexapro,9,Considerably Effective,No Side Effects,post partum depression,positive,POSITIVE,0.9137178659439087
3116,ortho-tri-cyclen,8,Highly Effective,Severe Side Effects,birth control/period regularity,positive,NEGATIVE,0.9757665991783142
2681,prinivil,5,Marginally Effective,Mild Side Effects,high blood pressure,neutral,NEGATIVE,0.9886507987976074
2004,vicodin,10,Highly Effective,Mild Side Effects,herniated disc,positive,NEGATIVE,0.9745671153068542
3337,clarithromycin,7,Considerably Effective,Severe Side Effects,sinusitis,neutral,NEGATIVE,0.9808672070503235
3451,tamiflu,7,Moderately Effective,No Side Effects,the flu,neutral,NEGATIVE,0.9903990626335144
3667,effexor-xr,2,Ineffective,Mild Side Effects,menopausal systems,negative,NEGATIVE,0.9778459668159485
2819,wellbutrin,8,Considerably Effective,Mild Side Effects,depression,positive,NEGATIVE,0.9794667959213257
3357,lipitor,9,Highly Effective,Mild Side Effects,cholesterol,positive,NEGATIVE,0.9268231987953186
944,prevalite,6,Considerably Effective,Mild Side Effects,diarreah,neutral,NEGATIVE,0.9889494180679321
1889,doxycycline,2,Marginally Effective,Moderate Side Effects,chest infection,negative,NEGATIVE,0.9939656853675842
3681,effexor-xr,8,Highly Effective,Extremely Severe Side Effects,gad,positive,POSITIVE,0.7528674006462097
4116,chantix,1,Highly Effective,Extremely Severe Side Effects,tobacco addiction,negative,NEGATIVE,0.9877722263336182
3621,retin-a,10,Considerably Effective,No Side Effects,keratosis pilaris,positive,NEGATIVE,0.9637655019760132
1876,doxycycline,8,Highly Effective,Mild Side Effects,acne,positive,NEGATIVE,0.5220457911491394
717,accutane,10,Highly Effective,Moderate Side Effects,acne,positive,NEGATIVE,0.9962214231491089
1794,citalopram,6,Considerably Effective,Severe Side Effects,depression,neutral,NEGATIVE,0.9951516389846802
2046,prempro,5,Considerably Effective,Severe Side Effects,menopause,neutral,NEGATIVE,0.9752110242843628
2627,depo-provera,1,Highly Effective,Severe Side Effects,birth control,negative,NEGATIVE,0.9844911694526672
3887,abilify,6,Considerably Effective,No Side Effects,depression,neutral,NEGATIVE,0.9993945360183716
3635,retin-a,10,Considerably Effective,Mild Side Effects,acne and wrinkles,positive,NEGATIVE,0.9897003173828125
361,neurontin,7,Moderately Effective,Mild Side Effects,peripheral pain arms,neutral,POSITIVE,0.6609247922897339
1991,vicodin,1,Highly Effective,Severe Side Effects,post-op pain,negative,NEGATIVE,0.9890527129173279
1446,cymbalta,10,Highly Effective,No Side Effects,fybromyalgia,positive,NEGATIVE,0.9608633518218994
2229,allegra,8,Considerably Effective,Mild Side Effects,allergy,positive,NEGATIVE,0.9942966103553772
1474,cymbalta,5,Marginally Effective,Mild Side Effects,fibromyalgia,neutral,NEGATIVE,0.988345742225647
783,naproxen,1,Ineffective,Moderate Side Effects,costochondritis/ inflammation of the chest wall,negative,NEGATIVE,0.994433581829071
2986,strattera,3,Marginally Effective,Moderate Side Effects,add,negative,NEGATIVE,0.9968127608299255
894,paxil,6,Moderately Effective,Moderate Side Effects,depression,neutral,NEGATIVE,0.9805980920791626
3579,differin,6,Considerably Effective,Moderate Side Effects,acne,neutral,NEGATIVE,0.9882886409759521
800,ambien,9,Considerably Effective,Mild Side Effects,insomnia,positive,NEGATIVE,0.9756459593772888
1367,biaxin,1,Highly Effective,Extremely Severe Side Effects,ulcer,negative,NEGATIVE,0.992561399936676
3916,nexium,8,Considerably Effective,No Side Effects,acid reflux / barrett's esophagus,positive,POSITIVE,0.5004783868789673
3927,nexium,8,Considerably Effective,No Side Effects,acid reflux,positive,NEGATIVE,0.9750173687934875
1263,provigil,8,Considerably Effective,Mild Side Effects,multiple sclerosis,positive,NEGATIVE,0.9845378398895264
521,requip,9,Highly Effective,No Side Effects,restless legs syndrome,positive,NEGATIVE,0.9846709966659546
892,paxil,10,Highly Effective,Mild Side Effects,mild depression,positive,POSITIVE,0.9570096731185913
3618,retin-a,9,Highly Effective,Mild Side Effects,acne,positive,NEGATIVE,0.9495315551757812
1657,clomid,8,Considerably Effective,Moderate Side Effects,infertility,positive,NEGATIVE,0.9972865581512451
940,levaquin,1,Considerably Effective,Extremely Severe Side Effects,bronchitis,negative,NEGATIVE,0.9872430562973022
351,neurontin,8,Highly Effective,No Side Effects,"epilepsy, depression and pain",positive,NEGATIVE,0.9696643352508545
2685,prinivil,2,Marginally Effective,Severe Side Effects,doctor said my blood pressure was somewhat high 14,negative,NEGATIVE,0.9943370223045349
4026,glucophage-xr,7,Moderately Effective,Moderate Side Effects,diabetes type ii,neutral,NEGATIVE,0.9936180114746094
3388,coumadin,4,Moderately Effective,Severe Side Effects,heart murmer,neutral,NEGATIVE,0.916167140007019
3589,differin,6,Moderately Effective,No Side Effects,blackheads,neutral,NEGATIVE,0.9938739538192749
1156,septra,10,Highly Effective,No Side Effects,urinary infection,positive,NEGATIVE,0.9812890291213989
4155,aygestin,9,Highly Effective,No Side Effects,hormone balance,positive,POSITIVE,0.8608064651489258
1848,augmentin,9,Highly Effective,Mild Side Effects,severe abcessed tooth,positive,NEGATIVE,0.9558337330818176
1020,vyvanse,10,Highly Effective,No Side Effects,adhd,positive,NEGATIVE,0.9876763820648193
4106,chantix,10,Highly Effective,Mild Side Effects,smoking,positive,NEGATIVE,0.9725819826126099
1421,adipex-p,5,Marginally Effective,Mild Side Effects,wieght loss,neutral,NEGATIVE,0.9322572946548462
748,flonase,9,Highly Effective,No Side Effects,sinus congestion,positive,NEGATIVE,0.9904344081878662
690,accutane,7,Considerably Effective,Severe Side Effects,acne vulgaris,neutral,NEGATIVE,0.9833241105079651
1071,proair-hfa,10,Highly Effective,No Side Effects,asthma,positive,NEGATIVE,0.9637699127197266
681,accutane,8,Considerably Effective,Moderate Side Effects,serve acne,positive,NEGATIVE,0.9949012994766235
2709,divigel,10,Highly Effective,No Side Effects,menopause,positive,POSITIVE,0.8736119270324707
729,claripel-cream,8,Considerably Effective,Mild Side Effects,acne scarring & hyperpigmentation,positive,NEGATIVE,0.9969757795333862
